prefix,n_spins,JZ,h,meanEnergy,stdEnergy,meanEnergyVariance,stdEnergyVariance
ising,4,1,16.0,-63.99956776203469,9.06739019345265e-05,8.069044568614007e-06,2.746739183101588e-07
ising,4,1,17.0,-68.00014816970668,9.382463224807398e-05,9.22296958271956e-06,3.272826991593064e-07
ising,4,1,18.0,-72.00018287182182,8.607074419850869e-05,1.1358259226645309e-05,4.4767860301754667e-07
ising,4,1,19.0,-76.00000239084329,9.454522441430995e-05,1.2101580521053186e-05,4.704705007734742e-07
ising,4,1,20.0,-80.00002279964127,9.296766831866974e-05,1.2686077124223601e-05,4.815301361550021e-07
ising,4,1,21.0,-83.99956055965063,0.00010358522277845438,1.2852289535217692e-05,4.6776845483620846e-07
ising,4,1,22.0,-88.00001383351085,9.738248337269724e-05,1.4224554716978265e-05,6.486994609668092e-07
ising,4,1,23.0,-92.00015654718072,9.712244019467998e-05,1.5872838927157262e-05,6.454601194470252e-07
ising,4,1,24.0,-96.00023022478968,9.626415170296025e-05,1.9692390082213723e-05,1.1575468133104988e-06
ising,4,1,25.0,-100.00036715632638,9.438973191233447e-05,1.833442047833406e-05,8.146020165813151e-07
ising,4,1,26.0,-103.9999951834422,9.432204915158381e-05,1.7916586772977242e-05,6.973062840462671e-07
ising,4,1,27.0,-107.9995466560936,0.0001010593117911045,1.8221067949375605e-05,8.202446589430452e-07
ising,4,1,28.0,-111.99998586355214,0.00010620838441427549,2.0129116770928162e-05,8.141997962938665e-07
ising,4,1,29.0,-115.99988793312751,0.00010939933106856593,2.2418785357763588e-05,9.382614014395147e-07
ising,4,1,30.0,-119.99990714426023,0.00010045487441294332,2.5317676921604946e-05,1.2561325051321704e-06
ising,4,1,31.0,-123.99991344289214,0.00011037465697592993,2.793427126840364e-05,1.5687582159682026e-06
ising,4,1,32.0,-127.99995009169328,0.00011039983152723061,3.225549112394372e-05,1.5735185694914612e-06
ising,4,1,33.0,-131.99973099055256,0.00010217957062830603,3.1672822834197416e-05,2.7319579145661342e-06
ising,4,1,34.0,-135.99170842858507,0.00014288819537322251,3.195981137455142e-05,1.532448228897712e-06
ising,4,1,35.0,-139.99940273724965,0.00011268114769932793,3.175920861061289e-05,1.972285385870222e-06
ising,4,1,36.0,-143.99412547798744,0.00014683856771073318,3.828378254335191e-05,2.457018887579814e-06
ising,4,1,37.0,-147.99941207666035,0.00011813614489804484,3.870529641263871e-05,2.048099364310347e-06
ising,4,1,38.0,-151.99872138098095,0.00012305983080118684,3.567751066268266e-05,1.7094413610777632e-06
ising,4,1,39.0,-155.99976431599922,0.00012171581071406673,4.552879284321795e-05,2.760965180664715e-06
ising,4,1,40.0,-159.99885755898063,0.0001184495518677097,3.5042812946408725e-05,1.8040616363533436e-06
ising,4,1,41.0,-163.99735848967293,0.00014043576153354305,4.7843012529502286e-05,2.212457988680375e-06
ising,4,1,42.0,-167.9947181685839,0.00017198908329935368,6.641733909344245e-05,7.18630285247684e-06
ising,4,1,43.0,-171.99812662829981,0.0001274986731763715,4.567107178691862e-05,2.600096180327729e-06
ising,4,1,44.0,-175.9990407220506,0.00014491735568610857,5.967121910290188e-05,4.767700926771944e-06
ising,4,1,45.0,-179.99107488252227,0.00017758086813046814,6.31173487045846e-05,2.9980067807600058e-06
ising,4,1,46.0,-183.99709385641896,0.00017066880049358433,5.788434848583129e-05,3.5048732880728446e-06
ising,4,1,47.0,-187.9956369253884,0.00015502648566147447,5.8872490521214645e-05,3.0330521544628723e-06
ising,4,1,48.0,-191.99883229789833,0.00015422118594261456,7.3756563223273e-05,4.944159121944024e-06
ising,4,1,49.0,-195.99498604259827,0.00017992632373998665,6.785211775354684e-05,3.986517501051322e-06
ising,4,1,50.0,-199.99596231863504,0.00016977844214671246,6.536557594002645e-05,3.5465573796510407e-06
ising,4,1,51.0,-203.9979488466541,0.00017013702675168374,7.702562747029544e-05,4.6340845937360265e-06
ising,4,1,52.0,-207.92200898849626,0.00040143802198549177,0.00014627523992062278,3.075099466991067e-05
ising,4,1,53.0,-211.99718981618065,0.00019467174957085462,8.378595517256173e-05,4.780702639855918e-06
ising,4,1,54.0,-215.99661073797353,0.00018372737221860347,9.471901996969847e-05,5.731949089844017e-06
ising,4,1,55.0,-219.99741260157975,0.00016275458054546517,8.360604966680311e-05,5.244341965977947e-06
ising,4,1,56.0,-223.99737752188958,0.00019551226777884706,9.031226005797605e-05,4.935174748420302e-06
ising,4,1,57.0,-227.99520968222757,0.00020989715747621578,0.0001008240499310742,6.042680768594777e-06
ising,4,1,58.0,-231.99716840453664,0.00019502061993813318,9.584319876264593e-05,4.810242162698407e-06
ising,4,1,59.0,-235.99623990845367,0.0002372503349687083,0.0001156624850528991,7.44570057789248e-06
ising,4,1,60.0,-239.99406615337276,0.00023078399476242914,0.00011537863626753018,6.546798987772071e-06
ising,4,1,61.0,-243.98945183000689,0.00030395210805495866,0.0001359342242256588,8.14351586452945e-06
ising,4,1,62.0,-247.99390423974867,0.0002416650844429191,0.00011270945619477833,5.347258038974529e-06
ising,4,1,63.0,-251.99723750504785,0.00021212605780357875,0.00012247500533236165,6.804127088024073e-06
ising,4,1,64.0,-255.99266739522028,0.0002560023498712271,0.0001169781196706629,6.6064284999479714e-06
ising,4,1,65.0,-259.99645896233767,0.0002396769224777766,0.00012310413372965907,5.692191624458663e-06
ising,4,1,66.0,-263.9961332677058,0.00023569960674738792,0.00012077054962940728,5.7507830947797116e-06
ising,4,1,67.0,-267.988552874182,0.00029726924808332555,0.00015286706878931344,8.02634122770795e-06
ising,4,1,68.0,-271.99369746211494,0.00028474770008891974,0.00014683574174530694,5.74086544373664e-06
ising,4,1,69.0,-275.9934356433413,0.0002860231051226586,0.00014886330925758162,7.613355437745741e-06
ising,4,1,70.0,-279.9895748917769,0.00029678734558307335,0.0001584454679586798,7.676379646440081e-06
ising,4,1,71.0,-283.9946403541842,0.00030250697715426264,0.00015457468221234146,8.782002998979808e-06
ising,4,1,72.0,-287.9950246606787,0.0002996070886978067,0.00013379550890986908,6.4208483491496796e-06
ising,4,1,73.0,-291.99003507951375,0.00031192756962083524,0.00017690454534553457,7.348102308538173e-06
ising,4,1,74.0,-295.9917990348921,0.00032351022932826894,0.00017761770482800437,8.343428158460339e-06
ising,4,1,75.0,-299.9914594629865,0.0003122587499210415,0.00017777274453568975,9.368993258358034e-06
ising,4,1,76.0,-303.9942718613216,0.0002900601938628572,0.0001561213548857987,8.017812092213095e-06
ising,4,1,77.0,-307.99292985774906,0.00030361282983410343,0.00016660453491780416,8.216975087680556e-06
ising,4,1,78.0,-311.9953407148386,0.0002798109869465004,0.0001602359141045001,7.65964731006353e-06
ising,4,1,79.0,-315.9831957394735,0.00038517543697760734,0.000202225583921476,8.836391071199786e-06
ising,4,1,80.0,-319.99087493120976,0.0003684248215261172,0.00019716723733857543,1.064996346983301e-05
ising,4,1,81.0,-323.9951148096391,0.00032051229362220333,0.000179154632431233,7.883320035015557e-06
ising,4,1,82.0,-327.99495969840166,0.00030444820311505545,0.00016296642719636613,6.947002745238334e-06
ising,4,1,83.0,-331.99080377550956,0.0003238261277825245,0.00019862044521681368,8.108663231852809e-06
ising,4,1,84.0,-335.9876024741759,0.00041778098504393664,0.00023108528698903308,9.87104673437912e-06
ising,4,1,85.0,-339.994439261363,0.0003110517936214128,0.00017349136845310712,7.41378401535759e-06
ising,4,1,86.0,-343.98527958307443,0.00038132314631724574,0.00022820294943081304,1.0649088812747444e-05
ising,4,1,87.0,-347.9961325414194,0.0003110042863393511,0.00018729374484494969,8.929405393603805e-06
ising,4,1,88.0,-351.9882218399445,0.0003940757321562853,0.00022882039959672818,7.959247903873995e-06
ising,4,1,89.0,-355.9929239739287,0.0003335718994021243,0.00019709780828899303,8.182950787658683e-06
ising,4,1,90.0,-359.9751807143577,0.000410531267170237,0.00027452253315299725,1.2975563198588757e-05
ising,4,1,91.0,-363.9867803244614,0.00040239522440864114,0.00024653731984325075,1.1179106639929527e-05
ising,4,1,92.0,-367.986484154361,0.000413635822984355,0.00026031072112710105,1.2957537998279103e-05
ising,4,1,93.0,-371.9924894427264,0.0003524466062820562,0.0002165231115673556,8.638090940149274e-06
ising,4,1,94.0,-375.99011757330584,0.0003354200580675468,0.00021787118025128166,9.207531337564655e-06
ising,4,1,95.0,-379.9911355675647,0.0003611057262035543,0.00021452987388665144,1.3054088502908358e-05
ising,4,1,96.0,-383.9723746711345,0.0005054002471499415,0.0003165309746644302,1.4710412583201544e-05
ising,4,1,97.0,-387.99058195637417,0.000368282592780055,0.00022514196564650475,1.0367904074893222e-05
ising,4,1,98.0,-391.98740206333014,0.0003739333413438667,0.00024172702506484165,1.0699151195935634e-05
ising,4,1,99.0,-395.9805075795342,0.0005075679962833988,0.0003013795905304097,1.9392644822841803e-05
ising,4,1,0.001,-0.001932250381076602,4.4706574207880024e-05,1.193368889419676e-06,7.40433792043696e-08
ising,4,1,0.011193877551020408,-0.021112599674576092,0.0005494407976014164,0.0001482951800092218,8.884176811414365e-06
ising,4,1,0.021387755102040815,-0.035763235230907006,0.0009720198244133868,0.0005581767163024215,3.080511291973841e-05
ising,4,1,0.03158163265306123,-0.05699622305572484,0.0015725345459388594,0.0014425999013814917,7.183790073691178e-05
ising,4,1,0.041775510204081635,-0.08148870760923176,0.001870364110396263,0.0020196535843124367,0.0001342578672554186
ising,4,1,0.051969387755102035,-0.10771094919513864,0.0023888257083812155,0.003450346726088015,0.00019593073098794
ising,4,1,0.06216326530612245,-0.12575266144732145,0.0024557287365888298,0.003388771670706368,0.0002613329993966775
ising,4,1,0.07235714285714286,-0.16300900182105368,0.00389494502490304,0.008145574295725688,0.00040911794603447327
ising,4,1,0.08255102040816327,-0.17571680835390457,0.003583369646691311,0.00805411564351297,0.0004752936534002024
ising,4,1,0.09274489795918367,-0.20306670254535422,0.003949754558148964,0.009143133662242857,0.0005619969213004163
ising,4,1,0.10293877551020407,-0.23021090418432225,0.0043074688026306755,0.01068816377782503,0.0006557575107532619
ising,4,1,0.1131326530612245,-0.2761024937698436,0.004196202710940701,0.012568548012666454,0.0007711699998421443
ising,4,1,0.12332653061224493,-0.303507514756794,0.004872528630955515,0.01419168173602977,0.0008765087272388805
ising,4,1,0.13352040816326533,-0.3487075244611091,0.005065075771785459,0.014539896601917448,0.0009351522498367484
ising,4,1,0.1437142857142857,-0.3694536478703452,0.006535623443878636,0.021161621543951195,0.0011793158781749082
ising,4,1,0.15390816326530612,-0.3703259113341024,0.005186674599017632,0.016727805719034032,0.0011847674054359194
ising,4,1,0.16410204081632654,-0.44934622186247597,0.006263073265560167,0.02110111596578617,0.0012539022003016486
ising,4,1,0.17429591836734695,-0.4967776247543432,0.007080800518688234,0.028110002556164845,0.0014825593702600156
ising,4,1,0.18448979591836734,-0.5121754858297936,0.005356164321100345,0.0161647693502081,0.0012657847653715106
ising,4,1,0.19468367346938772,-0.5895432931725253,0.00592655526680491,0.021789070953356058,0.0013178813939680794
ising,4,1,0.20487755102040814,-0.6144331035209756,0.006656242744289789,0.02400220756565514,0.0017092390296159132
ising,4,1,0.21507142857142855,-0.675508772658821,0.006278522237591273,0.020687172498055788,0.001313953294849624
ising,4,1,0.22526530612244897,-0.7079974181209139,0.006206004151477098,0.022051644097600964,0.0014119784116236225
ising,4,1,0.2354591836734694,-0.7658476002037193,0.006025097480994857,0.023104120297664493,0.001438470953509082
ising,4,1,0.24565306122448985,-0.8114871230438242,0.005959158620650748,0.019339090510526437,0.0012119777570899074
ising,4,1,0.25584693877551024,-0.8059989090505726,0.006198791026744706,0.01941846311992271,0.0015935028917283482
ising,4,1,0.26604081632653065,-0.8653614288339938,0.005397886892122305,0.01755238002765092,0.0012757460708544494
ising,4,1,0.276234693877551,-0.9213343873614417,0.005437144893150073,0.017162291333050757,0.0012453752193449551
ising,4,1,0.2864285714285714,-0.9814470039885563,0.00537617958862542,0.016276123436656506,0.0011673336569375174
ising,4,1,0.29662244897959184,-1.025307013639702,0.00521717213616259,0.01567559005651551,0.0011681772968786845
ising,4,1,0.30681632653061225,-1.0662963528397924,0.004815747763913447,0.012035954503632445,0.0010034610666390794
ising,4,1,0.31701020408163266,-1.128680320180202,0.003974619221794032,0.010052448097936116,0.0007082984307430143
ising,4,1,0.3272040816326531,-1.200199028892659,0.003942499880662377,0.009745174535238854,0.0006518344427689601
ising,4,1,0.3373979591836735,-1.2245956690965851,0.003776429175585599,0.009513698907596985,0.0007827243005230452
ising,4,1,0.3475918367346939,-1.260873231944974,0.003130496871902191,0.007799628160182443,0.0006330756617666072
ising,4,1,0.3577857142857143,-1.3292897250460514,0.003314639802852953,0.006886774643064012,0.0005021298308474039
ising,4,1,0.3679795918367347,-1.3695135534679077,0.0036601394736494957,0.008105345773916839,0.0006469038733685913
ising,4,1,0.3781734693877552,-1.3997607940757835,0.003084943754259486,0.006171644849082562,0.0005593809867591085
ising,4,1,0.3883673469387755,-1.4611397015411747,0.0029601952938476525,0.005576632225138446,0.000439874008122958
ising,4,1,0.3985612244897959,-1.5188346086109874,0.002915363543956574,0.004663027020056614,0.0003718448011707887
ising,4,1,0.4087551020408163,-1.5615297906020345,0.0022527973748678303,0.00333387516766818,0.00022413901703278386
ising,4,1,0.4189489795918368,-1.5901075887141616,0.0024792361774858586,0.003895745458802101,0.0003094187953416935
ising,4,1,0.4291428571428572,-1.6557089407396646,0.002340391127447011,0.0027737860891274527,0.00019773030597740982
ising,4,1,0.4393367346938776,-1.6854736129727437,0.002068135541651967,0.0028922617662687916,0.00023037258281370077
ising,4,1,0.44953061224489793,-1.7523567830488227,0.0017348346093913518,0.0021034042841743573,0.00015957655263986383
ising,4,1,0.4597244897959184,-1.7696488767832492,0.0017011390993534382,0.0016687396686335789,0.0001639475934826007
ising,4,1,0.4699183673469388,-1.823631624670615,0.001792846373833194,0.0018660135801186885,0.00014006291815454796
ising,4,1,0.4801122448979592,-1.877646738747225,0.001565831687564568,0.0012328032933097465,0.00010178069772252248
ising,4,1,0.4903061224489797,-1.9175786895310463,0.0016108173054155883,0.001234148922973528,9.999864796289611e-05
ising,4,1,0.5005,-1.95165240092776,0.0011789334129824582,0.0008930462456447478,8.165269807114152e-05
ising,4,1,0.5106938775510205,-2.0071664969832197,0.0014087633212425653,0.0009809340120686396,7.83018428448906e-05
ising,4,1,0.5208877551020409,-2.0493653085311143,0.001103379950733105,0.0006276327031881175,4.99777879338795e-05
ising,4,1,0.5310816326530613,-2.087648626194559,0.001104733740774352,0.0007089387390804865,5.364361607691557e-05
ising,4,1,0.5412755102040817,-2.1472699011659864,0.0009328347772636423,0.00046067948167587104,3.6965422214526094e-05
ising,4,1,0.551469387755102,-2.1815392217320646,0.0008059186305707974,0.0004316561226539748,3.308689551010091e-05
ising,4,1,0.5616632653061224,-2.2175591822877996,0.0008563975848267071,0.000433278075303856,3.23208911359828e-05
ising,4,1,0.5718571428571428,-2.2631558966897707,0.0006267267404757777,0.00025426865926858654,2.100025834971401e-05
ising,4,1,0.5820510204081633,-2.3111275004619802,0.0007016654709644449,0.00026102465383317076,1.781359936007628e-05
ising,4,1,0.5922448979591837,-2.3492451762669764,0.0006613450544310786,0.00022242951679334513,1.7340651178568105e-05
ising,4,1,0.6024387755102041,-2.392105358268785,0.0005790409531192868,0.0002049899987182347,1.480871576983296e-05
ising,4,1,0.6126326530612245,-2.4385762319881357,0.0005183099543313503,0.00015040452824564545,1.2617553640863375e-05
ising,4,1,0.6228265306122449,-2.4786713520815202,0.0005736326498989335,0.00016787092694046728,1.289079863426733e-05
ising,4,1,0.6330204081632653,-2.519243565100509,0.0004761627381858004,0.00012838104498666912,9.788667125470926e-06
ising,4,1,0.6432142857142857,-2.558571997989052,0.0003739778241623542,9.256291243034086e-05,7.267427225470141e-06
ising,4,1,0.6534081632653062,-2.6030887682347394,0.0003923340689768661,9.165258498349319e-05,7.042284476712125e-06
ising,4,1,0.6636020408163266,-2.642743601127086,0.00028634612459688195,5.6760585698174746e-05,4.258071279638055e-06
ising,4,1,0.673795918367347,-2.686175405750305,0.00031871392006841087,5.905299307576942e-05,4.085420236338416e-06
ising,4,1,0.6839897959183674,-2.7258994946940014,0.00031869215766261997,5.7157306793232286e-05,4.017417501683516e-06
ising,4,1,0.6941836734693878,-2.773527850914644,0.00016736862699465882,3.16433380085441e-05,1.5108547259342985e-06
ising,4,1,0.7043775510204082,-2.811330516426717,0.00024090725897183365,3.9618871775580977e-05,3.153023028204646e-06
ising,4,1,0.7145714285714286,-2.8500811988724823,0.0002674621446260981,4.135561541320241e-05,2.566623472665374e-06
ising,4,1,0.724765306122449,-2.8961080376509893,0.0002859538844843406,6.233328142980746e-05,4.430455892983328e-05
ising,4,1,0.7349591836734695,-2.9376576098597864,0.00013043674929201493,1.5955615996818643e-05,8.582903139652774e-07
ising,4,1,0.7451530612244899,-2.976086088512681,0.00017108202114336646,1.9619690863372122e-05,1.4117685747670596e-06
ising,4,1,0.7553469387755103,-3.0178910076023158,0.00013064560217628416,1.0927664868561838e-05,7.320334600735014e-07
ising,4,1,0.7655408163265306,-3.058628490305063,0.00026196810349566794,4.3857759381841246e-05,1.60701810458862e-06
ising,4,1,0.775734693877551,-3.1014233397918725,0.00015358368134858055,1.5653650697171733e-05,1.270447773302191e-06
ising,4,1,0.7859285714285714,-3.1408362498575393,0.00014749491178576757,1.4632540562816341e-05,1.0813005919666351e-06
ising,4,1,0.7961224489795918,-3.182197651079767,0.0001300993530453681,1.2571943154867669e-05,7.714336760179151e-07
ising,4,1,0.8063163265306122,-3.2226165925488277,0.00011183632858059072,1.0441816728822897e-05,7.178389450483511e-07
ising,4,1,0.8165102040816327,-3.2661384513701686,7.603288983914819e-05,6.259343620266102e-06,3.0853699713820983e-07
ising,4,1,0.8267040816326531,-3.305496778401948,9.943197424692024e-05,6.34328353336465e-06,4.434420075825631e-07
ising,4,1,0.8368979591836735,-3.345523531311058,0.00011583415591045111,1.1614360817077953e-05,6.646323865077342e-07
ising,4,1,0.8470918367346939,-3.386960814979232,0.00022389954674464888,2.6903858706630524e-05,2.2439113202829035e-05
ising,4,1,0.8572857142857143,-3.4285699000806877,6.160859106879282e-05,3.4514957648751157e-06,2.4593257967494345e-07
ising,4,1,0.8674795918367347,-3.4687169981188912,9.17041713301304e-05,5.47558966632148e-06,3.5657591214301884e-07
ising,4,1,0.8776734693877551,-3.5114727630950537,0.00011290243028877733,9.979591460677748e-06,7.410185787962856e-07
ising,4,1,0.8878673469387756,-3.552181578398025,0.00024301181049309674,3.2758356194020446e-05,2.7615366348363906e-05
ising,4,1,0.8980612244897959,-3.591422014122581,5.5097180259142504e-05,4.769393898747063e-06,2.684026229696941e-07
ising,4,1,0.9082551020408164,-3.6323146281222285,7.501133180464988e-05,4.62792541131544e-06,3.290055861235131e-07
ising,4,1,0.9184489795918368,-3.6727597212475285,0.0002142411203084029,2.5425215693967435e-05,2.1950401638851604e-05
ising,4,1,0.9286428571428572,-3.7140471898381144,6.10569305624241e-05,3.0911468864538347e-06,2.6866548130900773e-07
ising,4,1,0.9388367346938776,-3.7548388579564955,5.583132833184012e-05,3.431608552597419e-06,2.7025448089330104e-07
ising,4,1,0.9490306122448979,-3.7956579301140136,0.00019031468247966802,2.0010747282172103e-05,1.739299550837685e-05
ising,4,1,0.9592244897959183,-3.8364734056331153,4.533067460543832e-05,1.6262068824640825e-06,6.979315618278729e-08
ising,4,1,0.9694183673469388,-3.877306103051022,5.6904037418445e-05,2.5080731272257934e-06,1.498185856831217e-07
ising,4,1,0.9796122448979592,-3.918126964098417,5.0948160497099125e-05,1.8078259775424278e-06,1.1206281661090787e-07
ising,4,1,0.9898061224489796,-3.959694082586389,7.282575036039926e-05,4.084080373632507e-06,2.7563466682988347e-07
ising,4,1,1.0,-3.999805626608052,3.985409377928724e-05,3.625604658778862e-06,2.575957873432553e-06
ising,6,1,2.0,-12.026141246566059,0.004616420825664977,0.011071262259952773,0.010630806966665686
ising,6,1,3.0,-17.99888619202084,0.0017722039662978856,0.003569255456190565,0.00060558735577155
ising,6,1,4.0,-24.02791373392163,0.0027635519521094346,0.005722199309836166,0.0005350470161157061
ising,6,1,5.0,-29.925849382952457,0.0038108116333284573,0.00854626705246957,0.0006186138607164483
ising,6,1,6.0,-35.82225381251207,0.005002750849823944,0.012784969929638231,0.0008821385099396802
ising,6,1,7.0,-41.62773992962464,0.004111750323779007,0.009681585725828912,0.0006028231252854961
ising,6,1,8.0,-47.75553503252394,0.0037383533129136575,0.008993608297516912,0.0005895918558143869
ising,6,1,9.0,-53.48657712993969,0.00398092045468732,0.008984788050981561,0.0009170736637908596
ising,6,1,10.0,-59.48447316961495,0.0046882167962276405,0.013178113517508545,0.0009303559638483966
ising,6,1,11.0,-65.53113634995658,0.004210300080487902,0.011659449418185815,0.0011166675772051552
ising,6,1,12.0,-71.6195993469608,0.005417545589336124,0.0171645305986261,0.0014122934354219728
ising,6,1,13.0,-77.70242564086792,0.005176861200367896,0.0175045405197165,0.0010634544253379978
ising,6,1,14.0,-83.72441222645483,0.00499347251361059,0.01580812200568458,0.001618274128546641
ising,6,1,15.0,-89.74902050488214,0.005329567750061285,0.01816497438005902,0.001238691018912934
ising,6,1,16.0,-95.68602052976944,0.0049028918279821546,0.014829329777968449,0.0011246797530300278
ising,6,1,17.0,-101.73698844620104,0.0051584988205558005,0.015067349262619748,0.0010946851165450863
ising,6,1,18.0,-107.76571302700134,0.005546699564488869,0.015385010767005606,0.0011711504261626622
ising,6,1,19.0,-113.68082559795343,0.004512423355617629,0.011834864532165363,0.0008742711043817251
ising,6,1,20.0,-119.73973412407065,0.003936973581501945,0.01153558528101521,0.0009135776644000074
ising,6,1,21.0,-125.82558097235508,0.004981408773226269,0.013374613327454161,0.0008231892391941169
ising,6,1,22.0,-131.71914740919982,0.0047458083709091955,0.011964727441567683,0.000768853575548545
ising,6,1,23.0,-137.76363364466255,0.0050812034236819995,0.013642953807226629,0.0008155363036156088
ising,6,1,24.0,-143.78965805852758,0.004627935117109732,0.011556512766379829,0.0007804563047272101
ising,6,1,25.0,-149.81287788792434,0.004338306721625214,0.011963997378017056,0.0008325396320643138
ising,6,1,26.0,-155.790170527101,0.004566012028532927,0.012274899229283848,0.0007920512970417888
ising,6,1,27.0,-161.7839396342051,0.0042702721925916625,0.010110202136501312,0.000717926639287289
ising,6,1,28.0,-167.7960041321384,0.004265497527098582,0.010866676781791934,0.0005944172818203779
ising,6,1,29.0,-173.82986010823757,0.00408172288641152,0.010075860540167944,0.000682971194700994
ising,6,1,30.0,-179.7847471330412,0.004069520279524858,0.010194788094261135,0.0006978276348566069
ising,6,1,31.0,-185.8465438636506,0.0040582444218270446,0.009152370362186343,0.0006318667783346023
ising,6,1,32.0,-191.80234728688035,0.004501772800480058,0.010957537869074264,0.0006244268587092262
ising,6,1,33.0,-197.81449447890208,0.0041650509016757575,0.009769394137359663,0.0005806378536151755
ising,6,1,34.0,-203.87259579947454,0.00419689303672997,0.00956813313082732,0.000568353037475278
ising,6,1,35.0,-209.83305294576297,0.0036368847279001763,0.008552880528563025,0.0005761570292826849
ising,6,1,36.0,-215.8431873508918,0.003806285236478499,0.00854609728455908,0.000495788029230356
ising,6,1,37.0,-221.8111284682659,0.0038554800101455364,0.009418850299830356,0.0005943185095672639
ising,6,1,38.0,-227.8732974688889,0.004036355702882842,0.008854573865388262,0.0005665846831705004
ising,6,1,39.0,-233.84742972183693,0.0037763015522530303,0.008544933077120733,0.0004999257876646354
ising,6,1,40.0,-239.85377475405375,0.0034955303027764148,0.007546149288370404,0.00047849586314186506
ising,6,1,41.0,-245.81900015989112,0.0036215175485867805,0.007457199375027158,0.0004681909057462296
ising,6,1,42.0,-251.89223223055362,0.003330918129044206,0.00883691826730441,0.0005194761051756246
ising,6,1,43.0,-257.8784999687823,0.004143644176429996,0.008083085539729692,0.0005295781521243346
ising,6,1,44.0,-263.8831205723774,0.0036078606410456155,0.007734704712126949,0.00042687349758538634
ising,6,1,45.0,-269.833859152531,0.003353112953385904,0.006938574212323101,0.00044147773650103693
ising,6,1,46.0,-275.8419550397783,0.0037515157968725818,0.007769518680863474,0.0004586923640056232
ising,6,1,47.0,-281.85897839335115,0.0035937583416279914,0.0071665270446400545,0.00046273693183025596
ising,6,1,48.0,-287.93018426209926,0.003497487711441406,0.0071181773693102315,0.0004133042742284747
ising,6,1,49.0,-293.8814033167972,0.003559338754210477,0.006376111127477262,0.00042594660472358893
ising,6,1,50.0,-299.8580513464792,0.0031677152352579192,0.006312199721662286,0.0003820021014234992
ising,6,1,51.0,-305.8686095754415,0.0034858296752332367,0.006440574862162675,0.0004226910306236325
ising,6,1,52.0,-311.88553088270737,0.0033758113378301513,0.006069998217328848,0.0004335162659836719
ising,6,1,53.0,-317.917791502609,0.003185623721675204,0.006225113316797509,0.00036996419191849355
ising,6,1,54.0,-323.9136199248806,0.003050510643816469,0.006082013846226544,0.00036375188017363655
ising,6,1,55.0,-329.88780714197514,0.003160490626055285,0.005988418633771063,0.000357994717350861
ising,6,1,56.0,-335.9379079011027,0.0033293167066976593,0.00566505664127097,0.00037272460100262994
ising,6,1,57.0,-341.89367453963706,0.0030727547557188248,0.005969883736756051,0.00040337610071471055
ising,6,1,58.0,-347.8904552252229,0.003147969553535448,0.005636641166897493,0.0003770127112161846
ising,6,1,59.0,-353.89585295544686,0.0029611160633221884,0.005259614813273973,0.000359983322249903
ising,6,1,60.0,-359.88248023961506,0.0026844822018805337,0.0045790647266679765,0.00034066466981257174
ising,6,1,61.0,-365.888023199985,0.003007417949746809,0.005906222521710245,0.00037921047481624865
ising,6,1,62.0,-371.8973563259003,0.003124263607621769,0.005435534937030081,0.0003899733081009109
ising,6,1,63.0,-377.8927906857832,0.003098610351997089,0.0059529803290797115,0.00036419337125063496
ising,6,1,64.0,-383.90704538626335,0.0028882077498130353,0.004839886321481499,0.00034138328674570884
ising,6,1,65.0,-389.8971346258576,0.002811496354850522,0.005195555395608245,0.0003410232090023374
ising,6,1,66.0,-395.90021027662226,0.0031577038376042,0.0061453838941017015,0.00035560924111865835
ising,6,1,67.0,-401.8918254495178,0.0031546659658596506,0.005824910121247945,0.000358085925153571
ising,6,1,68.0,-407.8993951679855,0.002888399595889957,0.004803464195727695,0.00033704227149831967
ising,6,1,69.0,-413.900181091975,0.002911137883219734,0.004754348851967212,0.00034633325767004626
ising,6,1,70.0,-419.91403840906844,0.0031363387720009465,0.005737000937231134,0.00034250766292718264
ising,6,1,71.0,-425.9016015250187,0.0024792418606945517,0.004282069651734215,0.0002984337302559375
ising,6,1,72.0,-431.90839600613356,0.0031157348881848826,0.005257161505934519,0.000361202239830276
ising,6,1,73.0,-437.9073747186462,0.0033073192139866144,0.006255348669529339,0.000348566419090687
ising,6,1,74.0,-443.9412049977827,0.002851602989078019,0.0046108844926017935,0.0003485349661024537
ising,6,1,75.0,-449.9119047860122,0.003099136630346036,0.005194565670553134,0.00035578396348921574
ising,6,1,76.0,-455.91494741153156,0.002920377771108426,0.005065999121035383,0.00037128043180140733
ising,6,1,77.0,-461.93293290258765,0.0028260585875938575,0.0048742685720809704,0.00033677541815387225
ising,6,1,78.0,-467.9260473647455,0.0028061351043206163,0.005014082038424912,0.00041327251619279165
ising,6,1,79.0,-473.94373712578204,0.0031857825642859,0.005653232027192473,0.000397373065574287
ising,6,1,80.0,-479.91140720269107,0.0027220029291556273,0.004450223261927646,0.0003131292098229507
ising,6,1,81.0,-485.9328609402727,0.0030927105485832745,0.005771506058602941,0.00036092706744645216
ising,6,1,82.0,-491.91335940062453,0.0030113815869524984,0.005256374223289994,0.00038877412057987826
ising,6,1,83.0,-497.9201974709922,0.0026783248457775306,0.004292658279823383,0.00031150956854843323
ising,6,1,84.0,-503.92401821196415,0.002600086798302011,0.004768951951505636,0.0003160506489024279
