prefix,n_spins,JZ,h,meanEnergy,stdEnergy,meanEnergyVariance,stdEnergyVariance
ising,6,1,67.0,-401.8934867345647,0.003073911990788697,0.005107103279040973,0.00036869960632390536
ising,6,1,68.0,-407.89858172713,0.0027556598896521342,0.004333342636597627,0.0003271456556324199
ising,6,1,69.0,-413.931501892029,0.0029483525338951278,0.004713788777839539,0.0003395494600977647
ising,6,1,70.0,-419.908624069265,0.0028277724029484746,0.004818242961914799,0.00031703995128782973
ising,6,1,71.0,-425.9126555737387,0.002776249494585955,0.004628764763715281,0.00036359318722373706
ising,6,1,72.0,-431.9294556576581,0.003129730178216089,0.005535332815397883,0.0003517205905700586
ising,6,1,73.0,-437.93111499418717,0.002563546586265413,0.004470591070469675,0.00032366274196212423
ising,6,1,74.0,-443.91900199337687,0.0029884744441674637,0.005150996237581822,0.00036012933187899195
ising,6,1,75.0,-449.92631483530124,0.002784372185398673,0.004683391559815999,0.0003089200551883074
ising,6,1,76.0,-455.9164410589101,0.0032895024920198365,0.005728802881910188,0.00036661758815001314
ising,6,1,77.0,-461.91532957869293,0.0027148470521121694,0.004821003851701685,0.0003161142859427841
ising,6,1,78.0,-467.90290005916415,0.0025853767240434787,0.004342901795606832,0.0003062236408321149
ising,6,1,79.0,-473.92104730643007,0.0031317026116106364,0.005628692675160444,0.0003600252487948127
ising,6,1,80.0,-479.9247917722489,0.0030918133174184063,0.00547881178037221,0.0003664167507781537
ising,6,1,81.0,-485.90976421773985,0.0027814252766565134,0.004480722668883793,0.0003128987712898806
ising,6,1,82.0,-491.9246300745405,0.0028168193771567884,0.0046400197763580165,0.0003271594068543456
ising,6,1,83.0,-497.9382996764882,0.0031338739914226104,0.005129866952246855,0.00037480654805906465
ising,6,1,84.0,-503.9299992416849,0.0029056934895872765,0.004777503191622003,0.00033668380613358323
ising,6,1,85.0,-509.92017587262654,0.002913873995111585,0.005047797293583555,0.00036382646229630387
ising,6,1,86.0,-515.918798009252,0.0027217044639290394,0.004522140422279409,0.0003170857541814818
ising,6,1,87.0,-521.920185549588,0.0022771907430161682,0.0036121358604658533,0.00029356648094313757
ising,6,1,88.0,-527.9356227695097,0.002946354905046345,0.005172396282816984,0.00033436883831453984
ising,6,1,89.0,-533.9222158561256,0.0026709899340063487,0.004678650573389689,0.00033705266406817405
ising,6,1,90.0,-539.9314443653582,0.002842878001855115,0.004671382204389856,0.00033168389481771075
ising,6,1,91.0,-545.9229253264066,0.002926220796472166,0.004891982492877059,0.000304015137479473
ising,6,1,92.0,-551.9425026685486,0.002782467504695763,0.004611217237732429,0.00035625485284586665
ising,6,1,93.0,-557.9390731625876,0.002844862804825015,0.0049702256530977686,0.00034148106684058307
ising,6,1,94.0,-563.9155672753693,0.002827011742232059,0.004987411051214342,0.00031943296547629166
ising,6,1,95.0,-569.9271661276958,0.002579071464944602,0.003827742930631187,0.0002985933086070025
ising,6,1,96.0,-575.9351579419829,0.0029410842020561683,0.004844739517254856,0.0003361666159225451
ising,6,1,97.0,-581.9262488506512,0.0026225900884475606,0.004562421805841345,0.00030319820679959597
ising,6,1,98.0,-587.9377647255426,0.0030051505704717617,0.0050116535538768095,0.00031907900383777417
ising,6,1,99.0,-593.9613958380419,0.0025669572619987134,0.0038821076996982174,0.0003083177933391373
ising,6,1,0.001,-8.001773223361615,2.3427217217874426e-05,3.416935034940623e-07,2.9836718407381985e-08
ising,6,1,0.011193877551020408,-8.012468873074795,0.008046974941903786,0.032121993943927264,0.03202993483091536
ising,6,1,0.021387755102040815,-8.040069453887378,0.0003549915045195131,8.624383117300723e-05,1.0444934461189088e-05
ising,6,1,0.03158163265306123,-8.056859961941651,0.000685358452378593,0.00028924619120268753,2.729126286368599e-05
ising,6,1,0.041775510204081635,-8.078122664541104,0.0007553311450663296,0.0003199499386129588,4.103101304447708e-05
ising,6,1,0.051969387755102035,-8.074328107739454,0.01789305982932235,0.1574426471833058,0.1287347443910116
ising,6,1,0.06216326530612245,-8.115829961509018,0.0010781243068852461,0.0006937276860251654,7.935082926595325e-05
ising,6,1,0.07235714285714286,-8.137344889169118,0.0011028927278730481,0.0007636048992319793,0.0001065399257775173
ising,6,1,0.08255102040816327,-8.142482643623248,0.008190033725692323,0.033199530882884284,0.03163604359235464
ising,6,1,0.09274489795918367,-8.170374342060734,0.0015887095281496625,0.0017723948227587147,0.00016447737056143733
ising,6,1,0.10293877551020407,-8.19215850176169,0.001649688072043485,0.0015228120664154605,0.0001605047713935519
ising,6,1,0.1131326530612245,-8.200489620661973,0.00824841203598002,0.034074344117908356,0.03130001958533754
ising,6,1,0.12332653061224493,-8.224239611861364,0.008262550255012008,0.033987788120911584,0.031560080628999544
ising,6,1,0.13352040816326533,-8.248633967058108,0.0023032660415878295,0.003176540682574146,0.00035475524923382585
ising,6,1,0.1437142857142857,-8.272462211323461,0.002250931928060022,0.002648638300528131,0.00037201325791274393
ising,6,1,0.15390816326530612,-8.296448766887966,0.0018593102103390377,0.0022527434071028564,0.0003477396814627673
ising,6,1,0.16410204081632654,-8.296414268524309,0.015654973236881038,0.12123963127600074,0.11759338060786426
ising,6,1,0.17429591836734695,-8.310876815319075,0.01143021579097064,0.06677693487229924,0.04414635567220833
ising,6,1,0.18448979591836734,-8.346877319204973,0.0024755461677519563,0.003960979178225225,0.0003977620371332305
ising,6,1,0.19468367346938772,-8.377426013458946,0.0021812187969410253,0.0029931876005697237,0.0005298467664286497
ising,6,1,0.20487755102040814,-8.390974766851674,0.002600833619229097,0.003938503218075711,0.0005008142063508334
ising,6,1,0.21507142857142855,-8.410834749127563,0.002933769546670706,0.0049750091563871,0.0007418489303028891
ising,6,1,0.22526530612244897,-8.417466184713232,0.015404983172238998,0.11758657557977545,0.1131179677940093
ising,6,1,0.2354591836734694,-8.446804668624743,0.008430332255987345,0.036135540698359794,0.031028313966187694
ising,6,1,0.24565306122448985,-8.477596590234894,0.0026765971259618475,0.003894302426061188,0.0007284247147277744
ising,6,1,0.25584693877551024,-8.499905142736813,0.002543389585834132,0.0036421283147801695,0.0007995651198926238
ising,6,1,0.26604081632653065,-8.506134001600932,0.008695338990202021,0.03757314698487792,0.031126054657450743
ising,6,1,0.276234693877551,-8.516709226854896,0.015148264496266389,0.11509321109363715,0.11061791323940498
ising,6,1,0.2864285714285714,-8.563446809387894,0.002132768779781346,0.0021397500902291164,0.00047063147031519196
ising,6,1,0.29662244897959184,-8.579662935495648,0.002402992977315043,0.003886514668518589,0.0007075992703996814
ising,6,1,0.30681632653061225,-8.587219728599482,0.008388015708616409,0.03543800148545703,0.03153612259916613
ising,6,1,0.31701020408163266,-8.622227693310755,0.00192971076771551,0.0022575223643046868,0.0004542880166651345
ising,6,1,0.3272040816326531,-8.637071734541372,0.002472731489136308,0.00354300278902097,0.000465267315208191
ising,6,1,0.3373979591836735,-8.64895856386076,0.013556026357381163,0.09175538170485315,0.08844882368988327
ising,6,1,0.3475918367346939,-8.682050721599936,0.0023313888389948764,0.0032905396762453977,0.0005523289609733964
ising,6,1,0.3577857142857143,-8.703734803305036,0.002469890497152603,0.003071158515125974,0.0006869663023822557
ising,6,1,0.3679795918367347,-8.726364970816388,0.0024827010684215552,0.0032243615090024377,0.0008092818216074653
ising,6,1,0.3781734693877552,-8.743485486995745,0.0027169596510149005,0.004091059239594083,0.0009308308503591926
ising,6,1,0.3883673469387755,-8.752661659242584,0.0027921444440945904,0.004628011886843569,0.0004706367918230454
ising,6,1,0.3985612244897959,-8.784985584803099,0.002818229609054473,0.0037613221184168676,0.0008479871380507741
ising,6,1,0.4087551020408163,-8.80642560181154,0.0015135652619100582,0.0012803024239961328,0.00016667251674599225
ising,6,1,0.4189489795918368,-8.821639112655173,0.008121223520796578,0.03289524853434333,0.030210645097470918
ising,6,1,0.4291428571428572,-8.84897365265886,0.001430675421557771,0.0012432713160777159,0.00020437941658766977
ising,6,1,0.4393367346938776,-8.869062577128897,0.002757208640622234,0.004552961712781701,0.0014105567475991621
ising,6,1,0.44953061224489793,-8.895097358166197,0.0017598323984194596,0.001623663835774726,0.0006964201491439232
ising,6,1,0.4597244897959184,-8.901045414488465,0.008253654267337688,0.03376999903558668,0.029407250526042168
ising,6,1,0.4699183673469388,-8.927311123540253,0.002251979844820866,0.002765488874886556,0.0004682704013878453
ising,6,1,0.4801122448979592,-8.919729322629852,0.01563526412895396,0.1248635628627298,0.0604670694210101
ising,6,1,0.4903061224489797,-8.952101582188941,0.01422179463919367,0.1017097616507054,0.09846771910034809
ising,6,1,0.5005,-8.99054342991331,0.0016660332310794235,0.0017394988762787513,0.0002981228482927679
ising,6,1,0.5106938775510205,-9.000617156396272,0.008433418907874484,0.03666628861023139,0.029507842317706038
ising,6,1,0.5208877551020409,-9.014858492905955,0.013922493928080933,0.09822453906188754,0.09607445359382254
ising,6,1,0.5310816326530613,-9.058140485627064,0.0009512177126317617,0.0004563164104043536,0.00010739212160984113
ising,6,1,0.5412755102040817,-9.074963982407073,0.0013103576735423882,0.0009207958679851905,0.00016158453780855565
ising,6,1,0.551469387755102,-9.097139899345551,0.0019960376944943977,0.0021061463688427104,0.0007078190763756361
ising,6,1,0.5616632653061224,-9.116686188669728,0.0012873511294150411,0.0008754032402532635,0.00018263357081901223
ising,6,1,0.5718571428571428,-9.117851227374661,0.013875775644267091,0.09554992412955417,0.0937126447992675
ising,6,1,0.5820510204081633,-9.142998034953965,0.011135359881244923,0.06122117542409869,0.04231760598612562
ising,6,1,0.5922448979591837,-9.17408531368503,0.002345713921323173,0.0031655781463694284,0.0007607160580215758
ising,6,1,0.6024387755102041,-9.197168150277786,0.0015580505075491267,0.0013484498072015227,0.0003187580540469542
ising,6,1,0.6126326530612245,-9.217487389768808,0.001667071993994083,0.0015406205610780227,0.0003474398974878112
ising,6,1,0.6228265306122449,-9.234013891075744,0.007937525696440299,0.031387376157469477,0.03075863256805032
ising,6,1,0.6330204081632653,-9.261634699840629,0.0014030878667191102,0.0010317025781638395,0.00033669599835607194
ising,6,1,0.6432142857142857,-9.278195052580827,0.0014554870397315216,0.0012443852779776723,0.00020878546070725077
ising,6,1,0.6534081632653062,-9.281569352049383,0.008756620084815748,0.04048440816365089,0.03130632688676198
ising,6,1,0.6636020408163266,-9.321331819454251,0.0010458271444353392,0.0008999716849276112,0.00016913474830018043
ising,6,1,0.673795918367347,-9.338952704953511,0.0012242548071274954,0.0008347993162126036,0.00011050336501783326
ising,6,1,0.6839897959183674,-9.356889199433231,0.002610478177273707,0.0038358167299828404,0.0009969843942986875
ising,6,1,0.6941836734693878,-9.387020126887485,0.00042694317839851736,0.00024758289134488905,5.932549595508483e-05
ising,6,1,0.7043775510204082,-9.402407421371503,0.0010365848886355635,0.0006436814766878909,0.00010670705072695132
ising,6,1,0.7145714285714286,-9.391944560847154,0.013663288611761302,0.0980235800035825,0.052249738637179334
ising,6,1,0.724765306122449,-9.444050477170695,0.0007411680000014423,0.0004071394881664515,7.650134872440645e-05
ising,6,1,0.7349591836734695,-9.456235613954766,0.0035537394286729016,0.010574327156739378,0.0031688934493820774
ising,6,1,0.7451530612244899,-9.484247058977006,0.0010343911988185677,0.0005957285429831343,9.725353432788794e-05
ising,6,1,0.7553469387755103,-9.507258039129654,0.0012866262537625636,0.0008898189879970076,0.0003533594727143876
ising,6,1,0.7655408163265306,-9.520088595528483,0.0013946011965776405,0.0010669241629613618,0.00013230648183206364
ising,6,1,0.775734693877551,-9.544369772101822,0.0008930513964045546,0.0005034048890499502,7.066806080917217e-05
ising,6,1,0.7859285714285714,-9.562084712142788,0.002761947242088354,0.004899179620933586,0.0015888928638519428
ising,6,1,0.7961224489795918,-9.586891414459643,0.0009181554993730357,0.0007274705070507302,0.00012286759050094393
ising,6,1,0.8063163265306122,-9.60765861949336,0.0007346788212552195,0.00035989374470473887,5.157900452093199e-05
ising,6,1,0.8165102040816327,-9.630646345793984,0.0007954400696644823,0.00033462187710214537,0.00012780829189398444
ising,6,1,0.8267040816326531,-9.647256962383707,0.0008441126895258892,0.00045715853691310777,6.400801611390231e-05
ising,6,1,0.8368979591836735,-9.671727721955964,0.00042454323602892404,0.00023552323343108014,3.447291837828422e-05
ising,6,1,0.8470918367346939,-9.68736796048698,0.001156628609017872,0.0007653279177760287,0.00013520264399598695
ising,6,1,0.8572857142857143,-9.713282380189085,0.0005712980179171859,0.0002200669223952383,7.51105669143722e-05
ising,6,1,0.8674795918367347,-9.721094955508342,0.0050275720537307595,0.014166940205488887,0.005167298429274773
ising,6,1,0.8776734693877551,-9.753628468964166,0.0006396965321406673,0.0003970297737966283,0.0001094829436907001
ising,6,1,0.8878673469387756,-9.769658253996923,0.0009587353174823426,0.0006190324412189667,9.191266985697051e-05
ising,6,1,0.8980612244897959,-9.790919721157007,0.0008175338288800414,0.000578583828677544,8.341267314260922e-05
ising,6,1,0.9082551020408164,-9.812079408117404,0.0006474866004421444,0.0003183635492526531,4.590958087038434e-05
ising,6,1,0.9184489795918368,-9.832498798543927,0.0010847045384287208,0.0006586351326968495,0.00024110092811880493
ising,6,1,0.9286428571428572,-9.845618468569116,0.007932979811311441,0.03100208606289785,0.030462619703625484
ising,6,1,0.9388367346938776,-9.873079917377687,0.0015482055485362815,0.0026852775794712225,0.0007939763321767684
ising,6,1,0.9490306122448979,-9.89454460809382,0.0014815385237066513,0.0011631279356562028,0.0004935180711442787
ising,6,1,0.9592244897959183,-9.91427792486701,0.0008667881401698103,0.00042619355660005457,9.730266585134322e-05
ising,6,1,0.9694183673469388,-9.933961716894864,0.0007123307951970422,0.0002952738381898259,4.051249077029996e-05
ising,6,1,0.9796122448979592,-9.956759224681946,0.0005477378993916121,0.0002345944245020194,4.85484571930776e-05
ising,6,1,0.9898061224489796,-9.93766840337996,0.00962789648688559,0.05697970972234293,0.012586158902982848
ising,6,1,1.0,-9.984465077784284,0.011935797557458721,0.07074439884484134,0.06967299846481421
ising,10,1,2.0,-27.966219266474788,0.01572246911122076,0.127963863987644,0.061833836379709614
ising,10,1,3.0,-30.012452909453394,0.04881081666094326,1.9821206185523579,0.862070654207161
ising,10,1,4.0,-34.07746596909749,0.05114121920241046,2.5981289814780624,0.5104407053522643
ising,10,1,5.0,-47.52010568211256,0.01910377891682622,0.27197595065936575,0.015020592114797716
ising,10,1,6.0,-57.920974792109924,0.01382251719112774,0.14225263337630573,0.011420712890759481
ising,10,1,7.0,-68.50752341998941,0.0144073400434456,0.14191118279825732,0.007841326779427595
ising,10,1,8.0,-78.87708738275785,0.0126392467846487,0.11025949931236631,0.00636303331273234
ising,10,1,9.0,-88.8301519210957,0.01296129266775068,0.10009852548383312,0.007698727974841221
ising,10,1,10.0,-99.09432852374664,0.010720225388934418,0.07602995675353681,0.004029350767272144
ising,10,1,11.0,-108.69773892923263,0.011005038475184307,0.08065090609247388,0.00396903912897289
ising,10,1,12.0,-118.96592794141242,0.0114016980909572,0.0845366309333483,0.004896548192483323
ising,10,1,13.0,-128.94871352621738,0.010801134253104533,0.07371184511907511,0.0036463191576434862
ising,10,1,14.0,-139.26006173693418,0.011539995954912211,0.08328059783970451,0.00530380400195773
ising,10,1,15.0,-149.15620137043385,0.010929282479000229,0.06906304119347303,0.004206090679302788
ising,10,1,16.0,-159.23180211176287,0.010240453503015357,0.06587770772342488,0.003809333813899367
ising,10,1,17.0,-169.41854508328854,0.01068899167754538,0.062261802545606794,0.003564684482097828
ising,10,1,18.0,-179.290473776201,0.010072602574596167,0.05319608793807923,0.0030250178273962445
ising,10,1,19.0,-189.2873859929819,0.00983012769969033,0.05351528896917287,0.003345878825666062
ising,10,1,20.0,-199.40187375944427,0.009489847204718316,0.04784838309430248,0.002966283778226709
ising,10,1,21.0,-209.35188930136093,0.009323971731423743,0.048630436513685996,0.003450547057213152
ising,10,1,22.0,-219.40409220607745,0.008649546868212043,0.040837790733828316,0.0023148813838596576
ising,10,1,23.0,-229.42342801640896,0.008636574817609094,0.042058041499809934,0.0027267226587893937
ising,10,1,24.0,-239.4414403438767,0.00810415916175612,0.040755052925951656,0.002640771830391511
ising,10,1,25.0,-249.4772610341526,0.00795706950797413,0.03492232725581699,0.0022620507357073738
ising,10,1,26.0,-259.4877116802011,0.008240338013134271,0.03713105230061851,0.0022368672487349667
ising,10,1,27.0,-269.6582505901854,0.006658038262841507,0.02433577469841018,0.0015928188953821918
ising,10,1,28.0,-279.5708721593337,0.007235268537889996,0.02816681652215057,0.0017107076318255503
ising,10,1,29.0,-289.6097209350381,0.0071441268534262,0.028032240635320088,0.0017245248942820719
ising,10,1,30.0,-299.62454401844457,0.00697417079832892,0.028127673335217485,0.0019149009495909892
ising,10,1,31.0,-309.6309132190503,0.0071845666522286885,0.025838346945257426,0.0015808674447370073
ising,10,1,32.0,-319.6077567160761,0.006825961601981183,0.02443653079500476,0.0015680897341801949
ising,10,1,33.0,-329.5929463917431,0.00662347081615894,0.02431859690918378,0.0015710098314194512
ising,10,1,34.0,-339.578180195962,0.005959483462659324,0.021681080674025265,0.0012615519412734993
ising,10,1,35.0,-349.65191117633583,0.006443174934011206,0.022685832096341167,0.0016039603287217414
ising,10,1,36.0,-359.6054466798061,0.005882747238544729,0.021758621209658466,0.001427499860186296
ising,10,1,37.0,-369.6931035099236,0.006002177388860016,0.021300819276754732,0.0011710961898736786
ising,10,1,38.0,-379.64132895565353,0.005894043365614087,0.02019002222009842,0.001258405741698809
ising,10,1,39.0,-389.62899073756836,0.005816567786640072,0.019153101175507448,0.00118704500217502
ising,10,1,40.0,-399.6960981710407,0.0057066507497286634,0.019595655983583694,0.001297807019245857
ising,10,1,41.0,-409.7170292079878,0.006028370317805204,0.019679539606713137,0.0013093911414618561
ising,10,1,42.0,-419.7449854263573,0.004975342471203543,0.015440343715852945,0.0009163949160242157
ising,10,1,43.0,-429.719043488986,0.005414177797257287,0.016954734587213766,0.001228935616112172
ising,10,1,44.0,-439.7096246981307,0.005738224934082842,0.018472631742174683,0.0016502519260655438
ising,10,1,45.0,-449.6844022141271,0.0055728221843446045,0.016818239408483874,0.0011376885836972088
ising,10,1,46.0,-459.7240287102533,0.005119497589328633,0.01444115934029478,0.0009922426273613193
ising,10,1,47.0,-469.7084484191476,0.0045807828659214615,0.014073832298265334,0.0008821968569568729
ising,10,1,48.0,-479.7722256778719,0.004972107991183182,0.016177773175525132,0.0011009164015063858
ising,10,1,49.0,-489.77684369082436,0.004675607889373846,0.013006614323436212,0.000829711268885497
ising,10,1,50.0,-499.75101889323474,0.005150151046593286,0.014857718298694918,0.0009875679133065987
ising,10,1,51.0,-509.76289860961015,0.004677696915567992,0.01248555837534103,0.0006835927684104514
ising,10,1,52.0,-519.751662802598,0.005139849781078538,0.01433978895645937,0.0008806673869679382
ising,10,1,53.0,-529.7258645174455,0.004694948488732947,0.013786085305343747,0.0009114556082026542
ising,10,1,54.0,-539.7342717551173,0.004973687818356224,0.014108718054797357,0.0007953179153023137
ising,10,1,55.0,-549.8025532267575,0.004755434319022928,0.012548723604117238,0.0006848747191401379
ising,10,1,56.0,-559.7681091278441,0.004264139070917651,0.011596189341659902,0.00073321790715389
ising,10,1,57.0,-569.7978127757889,0.005043709769364151,0.014513458413605965,0.0009496835891949121
ising,10,1,58.0,-579.7772368174172,0.005157938014380385,0.014770541501413343,0.0010088424212589314
ising,10,1,59.0,-589.8246642879137,0.0041656745593030035,0.011206816202300423,0.0006961242364119623
ising,10,1,60.0,-599.8001078837635,0.004475216602389689,0.011603349525443599,0.0007063013482178611
ising,10,1,61.0,-609.8022063673875,0.004331727728484318,0.011192911415690322,0.0007011688643087786
ising,10,1,62.0,-619.7847427470372,0.004720102016527764,0.013332208498621509,0.0009095156009824685
ising,10,1,63.0,-629.8206012340153,0.004321731930177567,0.011782511959498757,0.0006904320424354793
ising,10,1,64.0,-639.805489739862,0.004305077301690613,0.01136382441083194,0.0005870233403592845
ising,10,1,65.0,-649.7852663749782,0.004637539458073956,0.012134752424833188,0.0007521489309619071
ising,10,1,66.0,-659.8252547961829,0.004399096241094519,0.012914914464891994,0.000801982149861205
ising,10,1,67.0,-669.8090864096316,0.004661722512551499,0.013346497378255422,0.000778527297719671
ising,10,1,68.0,-679.806301928699,0.004053457777639254,0.011231060140644684,0.0006502377333098735
ising,10,1,69.0,-689.8113088270011,0.004220292205092534,0.011453488337358594,0.000675455797485114
ising,10,1,70.0,-699.8274773775192,0.004177059907185621,0.011427906496748028,0.000746962700609883
ising,10,1,71.0,-709.8584189618844,0.0041706126438683395,0.011174826788591202,0.0006549037576626764
ising,10,1,72.0,-719.803607501641,0.004031583167049613,0.01089838748609289,0.0006968355694265194
ising,10,1,73.0,-729.8553233921748,0.004033038481963442,0.009976844421422788,0.0006383166564109836
ising,10,1,74.0,-739.812744909934,0.004405198453884739,0.011248012786942947,0.0008338269201350957
ising,10,1,75.0,-749.8211720185195,0.004183286295296592,0.011248949062231721,0.0006446616906018045
ising,10,1,76.0,-759.8354654709262,0.004371003411280156,0.010433872290132897,0.0008311773024952277
ising,10,1,77.0,-769.8394898474712,0.004254709382249168,0.010411903850400146,0.0006873148418964117
ising,10,1,78.0,-779.8592906865476,0.0038716226243711025,0.009747275848214297,0.000584185660429293
ising,10,1,79.0,-789.8382347680114,0.004034888671521338,0.009943935210969874,0.0006670713549491013
ising,10,1,80.0,-799.8267003215427,0.003974109796202501,0.010188383708810565,0.0006271140137096965
ising,10,1,81.0,-809.839903681546,0.003595221840966024,0.009334444615955253,0.0005142105889330363
ising,10,1,82.0,-819.8648850916796,0.0036989361075443214,0.008998727764977931,0.0005407753797691053
ising,10,1,83.0,-829.8639859650302,0.0037641634393384966,0.009404635113178208,0.0005692674747560886
ising,10,1,84.0,-839.833613930085,0.004132040211564215,0.010550338376143973,0.0005775674422708936
ising,10,1,85.0,-849.8460176671931,0.0038756704817485537,0.009358758793591939,0.0006160187981659465
ising,10,1,86.0,-859.8350251248457,0.0038064832286458573,0.009206124770372352,0.0005846665978287667
ising,10,1,87.0,-869.868231416039,0.004126591360920848,0.011103244754176988,0.0007354030922966304
ising,10,1,88.0,-879.8436101356073,0.0038473567284529504,0.010084186890704472,0.0007939147735106045
ising,10,1,89.0,-889.866947906718,0.00419881773263132,0.010141188554194184,0.0006847935920858385
ising,10,1,90.0,-899.8453178459806,0.003644470368997397,0.008897537608394401,0.0005435897126117499
ising,10,1,91.0,-909.877080702373,0.0037122605866194225,0.008632747907468931,0.0006087656539008175
ising,10,1,92.0,-919.8752602710999,0.0036461032856923425,0.009034209965603428,0.0005095816874562271
ising,10,1,93.0,-929.8265420708935,0.004001263339525294,0.010483011779270045,0.0006115298000034091
ising,10,1,94.0,-939.8887476320118,0.0037925324463614508,0.00942404462406663,0.0006008728828951562
ising,10,1,95.0,-949.8458973451625,0.00406965296123242,0.009883278637955371,0.0006305777716767994
ising,10,1,96.0,-959.8818184745382,0.003758028110542525,0.008235426916245861,0.00045963103442761295
ising,10,1,97.0,-969.8553271776451,0.0035056008362077235,0.008010518648549361,0.00047504512130258056
ising,10,1,98.0,-979.844658796273,0.003667351274489272,0.008738611895508163,0.000619303653315885
ising,10,1,99.0,-989.8748487921976,0.003807874659039146,0.009547480981910477,0.000684655147613532
ising,10,1,0.001,-23.95362500001802,0.027617250037264538,0.38456369879240143,0.21825320900976045
ising,10,1,0.011193877551020408,-22.97762719587692,0.026913871406949057,7.248739998179297,0.1585100784748061
ising,10,1,0.021387755102040815,-24.010360287878626,0.02268799067118228,0.2542695397028476,0.17908463659148993
ising,10,1,0.03158163265306123,-24.01435840318244,0.02677596910391733,0.37867116759998926,0.20994282262540367
ising,10,1,0.041775510204081635,-24.018954871109866,0.03111322800085261,0.5012616141238684,0.24234488919951563
ising,10,1,0.051969387755102035,-23.111174541432362,0.008069017430811457,6.96763541227028,0.14360407561662375
ising,10,1,0.06216326530612245,-23.141214581814847,0.00033166603423811646,6.787008850739622,0.0007101069093054572
ising,10,1,0.07235714285714286,-24.04969068002028,0.035413209380029786,0.7374103679213599,0.27155750770207315
ising,10,1,0.08255102040816327,-24.135041511634757,0.021978347643533975,0.24717673249453578,0.17078435709653517
ising,10,1,0.09274489795918367,-24.169610365159464,0.01575895141217662,0.12356777256345759,0.12213799429163259
ising,10,1,0.10293877551020407,-24.19055073241683,0.015714203848927525,0.12254638662974436,0.12200340139880805
ising,10,1,0.1131326530612245,-24.100882493138833,0.05021838691779224,0.9589758157861163,0.3779912512494151
ising,10,1,0.12332653061224493,-24.192174118892382,0.03394407501479357,0.6114578279227534,0.25625683892314677
ising,10,1,0.13352040816326533,-24.239897324942373,0.022055275917078083,0.24112018097297952,0.16933099622933642
ising,10,1,0.1437142857142857,-24.255118882850624,0.021620883048786295,0.23962964716229063,0.1653757557479892
ising,10,1,0.15390816326530612,-24.313462055920752,0.0005798699669290725,0.0004896629843206107,6.91839697930358e-05
ising,10,1,0.16410204081632654,-24.269882210825124,0.0376848089879244,0.4718971670891588,0.2847177401355096
ising,10,1,0.17429591836734695,-23.365142457004946,0.01909013418257797,6.781680361861542,0.21329208607746622
ising,10,1,0.18448979591836734,-24.338209353777668,0.021392143768044797,0.23386178807026392,0.16194829948140185
ising,10,1,0.19468367346938772,-24.387364542031072,0.0002474350571703435,0.00010795948111355111,1.578484128611664e-05
ising,10,1,0.20487755102040814,-24.3485434538343,0.029830867565120593,0.46086545438769067,0.2228295516359511
ising,10,1,0.21507142857142855,-24.376982260607292,0.0289597133069514,0.4611331339258441,0.21617232853951254
ising,10,1,0.22526530612244897,-24.434824107887774,0.015220913205323578,0.11471275244367603,0.11443763446945514
ising,10,1,0.2354591836734694,-24.409645638689256,0.02959058320583571,0.45354730178716174,0.2192205785734246
ising,10,1,0.24565306122448985,-23.544654873387422,0.008064516465476207,6.304777905594371,0.13809953300286706
ising,10,1,0.25584693877551024,-24.512083574871042,0.00014498673217908293,0.00021640163456687763,7.969170075775822e-05
ising,10,1,0.26604081632653065,-24.536565810508883,0.015122997155571949,0.11521492150704535,0.11258173845958283
ising,10,1,0.276234693877551,-24.5557192357425,0.0004986501757287819,0.0003097771201203813,3.373767709315593e-05
ising,10,1,0.2864285714285714,-23.645105456660605,0.0007506698892264626,6.062015192467481,0.003486866906707472
ising,10,1,0.29662244897959184,-24.530383026169854,0.029112396216893016,0.4390535646487508,0.2120069167549355
ising,10,1,0.30681632653061225,-24.57116712419008,0.025508103522716492,0.32841237916506916,0.18625962713136504
ising,10,1,0.31701020408163266,-24.621907865339157,0.014856255961021862,0.10946134360401669,0.1090399639943132
ising,10,1,0.3272040816326531,-24.580359869971932,0.030828766530369648,0.5384468143677791,0.22196236262618893
ising,10,1,0.3373979591836735,-24.66356960473655,0.01477877391876696,0.10843991673749898,0.10785633099274573
ising,10,1,0.3475918367346939,-24.665729036487875,0.020827758783684626,0.21429521779014526,0.15093544310961335
ising,10,1,0.3577857142857143,-24.689641894052492,0.020482322463663022,0.21349668537243344,0.14771130232111476
ising,10,1,0.3679795918367347,-24.725271963361344,0.014740770283634555,0.10651205368444858,0.10606888772359509
ising,10,1,0.3781734693877552,-24.713687218432888,0.024438051825777574,0.3223770455536045,0.17496719939010275
ising,10,1,0.3883673469387755,-24.706488492013385,0.028395858147493073,0.4186353118242957,0.20111892264026993
ising,10,1,0.3985612244897959,-23.882240825929614,0.014521930545149924,5.752771963690938,0.07803468756790016
ising,10,1,0.4087551020408163,-24.774067757282452,0.0242310531110534,0.310138289120164,0.17196736841749893
ising,10,1,0.4189489795918368,-24.794681431263932,0.02473089380499628,0.3083925187306849,0.1750213182354631
ising,10,1,0.4291428571428572,-23.963763382009546,0.0004153731210779267,5.575787383112781,0.0006420351153855771
ising,10,1,0.4393367346938776,-24.83080656399291,0.024059975634058043,0.30579430303908917,0.16880548002068987
ising,10,1,0.44953061224489793,-24.8829600819643,0.014287359327903414,0.10144888216743209,0.10120368913317931
